temperature,co2,time,humidity,motion,person_count,light
220,395,1514883103244495077,32,0,1,109
220,383,1514883163206026773,32,0,1,109
220,381,1514883223204485855,32,0,1,109
221,381,1514883283207506364,32,0,1,110
221,384,1514883343202623518,32,0,1,111
220,388,1514883403195457676,32,0,1,112
220,394,1514883463216956921,32,0,1,114
221,383,1514883523193006670,32,0,1,114
220,370,1514883583188317037,32,0,1,115
221,387,1514883703179020145,32,0,1,114
220,381,1514883763206787593,32,2,1,110
220,409,1514883823172735813,32,1,1,113
220,427,1514883883182934118,33,2,1,115
220,425,1514883943300515756,33,0,1,117
220,423,1514884003162652190,33,0,1,118
220,425,1514884063155578108,33,0,1,119
221,422,1514884123152245426,33,0,1,119
221,413,1514884183150768089,33,0,1,118
221,417,1514884243146792115,33,0,1,114
221,416,1514884303149647094,33,0,1,112
223,430,1514891982681564663,32,3,4,106
223,446,1514892042682698780,32,2,4,108
223,471,1514892102687124669,33,1,4,108
223,504,1514892222673187335,33,0,4,108
223,498,1514892282663553528,33,0,4,107
223,503,1514892342669918397,33,0,4,108
223,498,1514892402659196267,33,2,4,108
223,490,1514892462703597163,33,1,4,111
223,498,1514892522650296646,34,0,4,112
223,502,1514892582651235500,34,0,4,113
223,493,1514892702651247995,33,0,4,114
223,478,1514892762643645393,33,0,4,112
223,481,1514892822636935428,33,1,4,110
223,498,1514892882633078536,33,0,4,110
223,486,1514892942627666581,33,0,4,110
223,504,1514893002624889349,33,2,4,112
223,497,1514893062626290963,34,0,4,110
223,509,1514893122623908693,34,1,4,110
223,500,1514893182617785068,34,2,4,111
223,502,1514893242613705060,33,0,4,110
224,496,1514893302609453433,33,0,4,109
224,498,1514893362605844220,33,0,4,109
224,485,1514893422607763200,33,0,4,109
224,495,1514893482595009935,33,1,4,108
224,518,1514893542599701004,33,0,4,107
224,489,1514893602588139658,33,2,4,107
223,497,1514893662584006361,33,1,4,107
224,507,1514893722580584635,33,0,4,108
224,497,1514893782580911961,33,0,4,108
224,500,1514893842573106841,33,0,4,107
224,486,1514893902575548994,33,2,4,107
224,483,1514893962566125348,33,1,4,106
223,486,1514894022572976838,33,0,4,107
224,490,1514894082558266539,33,2,4,105
224,504,1514894142561839140,33,0,5,107
224,507,1514894202560495704,33,1,5,107
224,521,1514894322543318410,33,1,5,112
224,508,1514894382551110798,33,2,5,113
224,515,1514894442542717556,33,1,5,114
224,510,1514894502531296580,33,0,5,115
224,517,1514894562540208151,33,0,5,117
224,527,1514894622534633205,33,2,5,115
224,516,1514894682533021237,33,1,5,117
224,508,1514894742522051639,33,2,5,116
224,524,1514894802518714753,33,0,5,117
224,514,1514894862519201621,33,2,5,115
224,519,1514894922519612142,33,0,5,114
224,528,1514895162500318257,33,2,5,109
224,514,1514895522478989877,33,0,5,98
224,512,1514895582502112152,33,0,5,96
225,522,1514895642475038893,33,2,5,94
224,508,1514895702468267396,33,1,5,92
224,512,1514895762468667881,33,2,5,90
224,512,1514895822486295289,33,0,5,89
224,516,1514895882454499614,33,0,5,88
225,531,1514895942456200721,33,1,5,89
224,525,1514896002455866068,33,0,5,87
225,525,1514896062445285125,33,0,5,86
225,501,1514896122444932784,33,0,5,86
225,498,1514896242435101831,33,2,5,89
224,497,1514896302430581984,33,0,5,90
224,505,1514896362430736786,33,0,5,89
225,523,1514896542417486335,33,0,5,87
224,516,1514896602415723756,33,0,5,89
225,522,1514896662410365130,33,2,5,91
225,520,1514896722402085525,33,1,5,92
225,545,1514896842393357717,33,0,5,94
225,527,1514896902393001513,33,0,5,93
225,529,1514897022393453356,33,0,5,93
224,524,1514897082389181487,33,2,5,92
225,522,1514897142374295430,33,1,5,94
225,556,1514897202372476448,33,2,5,92
225,522,1514897322369644760,33,2,5,93
225,515,1514897382364256030,33,0,5,92
224,512,1514897562359302866,33,1,5,92
224,531,1514897622355450731,33,2,5,92
224,524,1514897682358624399,33,0,5,92
225,500,1514911181573719909,34,2,4,71
225,499,1514911241560075973,34,0,4,71
225,512,1514911301561128890,34,1,4,71
225,486,1514911421546032564,34,1,4,70
225,478,1514911481538337419,34,3,4,73
224,490,1514911541538150945,34,2,4,69
224,491,1514911601545796821,34,1,4,76
224,492,1514911661541495756,34,3,4,76
224,495,1514911781525209544,34,0,0,81
224,492,1514911841516603469,34,0,0,81
224,474,1514911901517889225,34,0,0,82
224,463,1514911961529530854,34,0,0,81
224,445,1514912021507269978,34,0,0,81
224,418,1514912141505364772,34,0,0,81
224,440,1514912201512366150,34,0,0,81
224,416,1514912261501636475,34,0,0,81
224,413,1514912321489595318,34,0,0,81
224,414,1514912381488022298,34,0,0,81
224,415,1514912441491535086,34,0,0,81
224,399,1514912501493450717,34,0,0,81
223,408,1514912561480768288,34,0,0,81
223,401,1514912621480493621,34,0,0,81
223,396,1514912681470831080,34,0,0,81
223,395,1514912741470975121,34,0,0,81
223,380,1514912861460236689,34,0,0,81
223,384,1514912981466318493,34,0,0,81
223,383,1514913041446456398,34,0,0,81
223,380,1514913101450854883,34,0,0,81
223,385,1514913161442457954,34,0,0,81
223,382,1514913221568325763,34,0,0,81
222,381,1514913401432026590,34,0,0,81
223,370,1514913461423825804,34,0,0,81
223,370,1514913521426899735,34,0,0,81
223,373,1514913581420706094,34,0,0,81
223,375,1514913641457080564,34,0,0,81
222,376,1514913701426564572,34,0,0,81
222,380,1514913761409273507,34,0,0,81
223,385,1514913821407304494,34,0,0,81
222,368,1514913941399122995,34,0,0,81
223,376,1514914001400157499,34,0,0,81
222,375,1514914061403977085,34,0,0,81
222,375,1514914121391892707,34,0,0,81
222,368,1514914181386558833,34,0,0,81
222,380,1514914241381436658,34,0,0,81
222,380,1514914301370395412,34,0,0,81
222,372,1514914361402969713,34,0,0,81
222,369,1514914481364117995,34,0,0,81
222,374,1514914541358481871,34,0,0,81
222,369,1514914601359624657,34,0,0,81
222,370,1514914661356417193,34,0,0,81
222,379,1514914721354307983,34,0,0,81
222,374,1514914781359748882,34,0,0,81
222,367,1514914901343304004,34,0,0,81
223,372,1514914961333139740,34,0,0,81
222,380,1514915021333374544,34,0,0,81
222,374,1514915081332027652,34,0,0,81
221,378,1514915141324801380,34,0,0,81
222,377,1514915261332955950,34,0,0,81
220,420,1514970278040226103,33,3,3,90
221,424,1514970458025758478,34,1,3,92
221,434,1514970638009472861,33,0,3,91
221,428,1514970698007923348,33,0,3,93
221,415,1514970817999077217,33,0,3,95
221,419,1514970937993157522,33,0,3,94
221,433,1514971057990151112,33,0,3,103
221,432,1514971117981960352,33,0,3,104
221,438,1514971237980860272,33,2,3,99
221,460,1514971297981898347,33,0,3,98
221,480,1514971357973907585,33,0,3,99
221,477,1514971477959108743,34,2,3,95
222,491,1514971657953442824,34,1,3,95
222,480,1514971777956321840,34,1,3,97
222,486,1514972137927611784,33,3,5,103
221,477,1514972198095868349,33,1,5,105
222,492,1514972317912996566,33,2,5,109
222,473,1514972377913166369,34,2,5,107
222,488,1514972437900946363,34,2,5,110
222,498,1514972557892061137,33,1,4,122
222,505,1514972617890787544,34,2,4,119
223,479,1514972797883039614,33,1,4,116
222,475,1514972977873312370,33,0,4,122
222,472,1514973097865905069,33,0,4,120
223,463,1514973157866105218,33,2,4,116
222,484,1514973217861824483,33,1,4,113
222,470,1514973277853188486,33,2,4,107
222,482,1514973337847305162,33,2,4,107
223,494,1514973397841682610,33,1,4,109
222,473,1514973457844471426,33,2,4,107
223,478,1514973577834212341,33,0,4,113
223,470,1514973697828273691,33,0,4,109
223,486,1514973817821025851,33,0,4,104
223,490,1514973877832115229,33,0,4,102
223,467,1514973937813882378,33,0,4,102
224,471,1514974117801750336,33,0,4,102
223,474,1514974177803596571,33,0,4,102
223,464,1514974237792790541,33,0,4,101
223,462,1514974357804762474,33,0,4,103
224,472,1514974417795937040,33,0,4,106
223,462,1514974537780991875,33,0,4,102
223,448,1514974597777216196,33,0,4,98
223,446,1514974657774810334,33,0,4,96
223,441,1514974837760896499,32,2,4,97
223,450,1514974897759012158,32,1,4,93
223,462,1514974957760199234,33,2,4,91
223,451,1514975077745717390,33,2,4,98
223,468,1514975197740142330,33,0,4,103
223,445,1514975257746496774,33,0,4,109
223,472,1514975437732130792,33,0,6,96
223,470,1514975497731195280,32,0,6,96
223,479,1514975557725789000,32,0,6,89
223,462,1514975617732838888,32,0,6,82
223,465,1514975677714186112,32,0,6,82
223,478,1514975797715298435,32,0,6,81
223,472,1514975917698677854,33,0,6,80
223,473,1514975977698954691,32,1,6,79
223,465,1514976037694195433,32,2,6,80
223,462,1514976097685464701,32,2,6,82
223,491,1514976157682639071,32,0,6,83
223,475,1514976217683906811,32,0,6,85
223,479,1514976277681247367,32,0,6,82
223,473,1514976337676911096,32,0,6,86
223,488,1514976397652888876,32,0,6,85
224,478,1514976457666790604,32,0,6,81
223,459,1514976517667527099,33,1,6,81
224,477,1514976637658873576,32,1,6,82
224,455,1514976697664258020,32,2,6,86
223,459,1514976757648021781,32,1,6,85
224,456,1514976877641373916,32,0,6,95
223,451,1514976937652192537,32,0,6,92
224,445,1514976997640591965,32,1,6,90
223,470,1514977117639208467,32,1,6,90
224,503,1514977177637918979,32,2,6,97
224,492,1514977237627360931,33,1,6,96
223,498,1514977297615458854,33,3,6,94
224,509,1514977357780341747,33,1,6,101
224,513,1514977477611279640,33,1,6,109
224,521,1514977537608079267,33,0,6,104
224,500,1514977597600894805,33,0,6,103
224,510,1514977657663502026,33,0,6,105
224,500,1514977717597179822,33,0,6,101
224,494,1514977777593467102,33,0,6,99
225,486,1514977837588820583,33,0,6,97
224,483,1514977897580848402,33,0,6,95
224,485,1514977957583000314,33,0,6,92
224,477,1514978017580426473,33,0,6,93
224,471,1514978077577963815,32,0,6,95
224,450,1514978137576542282,32,0,6,92
224,454,1514978197562690375,32,0,6,90
225,447,1514978257562519810,32,0,6,91
224,453,1514978317553029038,32,0,6,89
224,436,1514978377550488841,32,0,6,87
224,433,1514978437551814577,32,0,6,89
224,443,1514978497548848363,32,0,6,95
223,442,1514978557549312606,32,0,6,104
223,435,1514978677529086135,32,2,6,104
223,434,1514978797530876185,32,1,6,99
223,434,1514978857524544373,32,2,6,97
226,570,1514981257390993639,33,2,6,80
225,551,1514981317376983407,33,0,6,85
225,552,1514981377374856265,33,0,6,90
224,530,1514981677355681499,33,1,6,95
224,524,1514981737356649407,33,2,6,96
224,517,1514981797344604040,33,1,6,101
224,515,1514981857348817479,33,2,6,96
224,525,1514981917337511394,33,1,6,94
224,515,1514981977352089296,33,0,6,91
224,534,1514982037334591449,33,2,6,88
223,514,1514982097329218370,33,1,6,84
224,512,1514982337322478104,33,2,6,80
224,503,1514982397316498243,32,0,6,80
224,518,1514982457309625514,32,0,6,80
224,523,1514982517301923319,32,0,6,80
223,518,1514982577296449448,32,0,6,85
223,499,1514982637303869268,32,0,6,85
223,514,1514982697300258971,32,0,6,86
223,572,1514982877278422810,33,1,6,87
223,554,1514982937276082028,33,2,6,93
224,581,1514982997280293547,33,1,6,97
224,569,1514983057277160513,33,0,6,98
224,553,1514983117267035861,33,2,6,95
224,565,1514983237258167522,34,1,6,94
224,583,1514983297262864254,34,2,6,91
224,577,1514983357256829875,33,0,6,86
224,566,1514983477244793446,33,1,6,81
224,578,1514983537249417659,33,0,6,78
224,581,1514983717233465380,33,1,6,75
224,582,1514983777238553368,33,2,6,75
225,576,1514983897234236611,33,2,6,74
224,577,1514983957226084276,33,1,6,74
224,574,1514984137206806971,33,1,6,75
225,573,1514984197207382120,33,2,6,73
225,579,1514984257203857371,33,1,6,75
225,573,1514984377193863359,33,1,6,73
225,585,1514984437186476971,33,2,6,73
225,575,1514984497189489502,33,1,6,73
225,575,1514984617181396714,33,1,6,73
226,588,1514987797001032350,33,1,8,73
226,596,1514987856988871950,33,0,8,70
227,598,1514988036975296342,33,0,8,70
227,597,1514988096973459767,33,0,8,69
226,589,1514988156970325794,33,0,8,68
227,596,1514988217066504092,33,2,8,67
227,578,1514988336966145065,33,0,8,67
227,588,1514988396953841233,33,0,8,68
227,595,1514988576942199249,33,2,8,68
227,586,1514988636949479850,33,0,8,68
227,581,1514988816927291101,33,2,8,67
227,579,1514988996928717022,33,0,8,69
227,591,1514989116994036724,33,0,8,70
227,588,1514989176911809775,33,0,8,70
227,586,1514989236904816544,33,1,8,69
227,596,1514989296911421831,33,2,8,69
227,592,1514989356904578394,33,1,8,65
227,580,1514989416901758514,33,0,8,66
227,588,1514989536894209040,33,0,8,66
227,581,1514989596900689303,33,0,8,67
228,591,1514989656884311005,33,0,8,67
228,574,1514989716873246336,33,2,8,67
228,588,1514989836864979612,33,0,8,68
228,579,1514989896864895189,33,1,8,69
228,589,1514990016860737793,33,0,8,70
228,586,1514990076859082945,33,0,8,69
227,572,1514990136853146359,33,1,8,69
227,585,1514990256965505083,33,1,8,71
227,591,1514990316836967264,33,2,8,70
227,591,1514990436838522429,33,0,8,70
227,590,1514990556833726526,33,2,8,72
228,590,1514990616824441645,33,0,8,73
228,590,1514990676820133956,33,1,8,73
227,587,1514990736816859558,33,0,8,72
228,586,1514990856821411663,33,2,8,72
227,579,1514990916814871914,33,0,8,71
227,608,1514990976799139174,33,0,8,71
227,589,1514991276791221512,33,2,8,69
227,584,1514991336779292898,33,0,8,71
227,555,1514998716347201282,33,2,3,72
227,562,1514998776341692364,33,1,3,79
227,535,1514998836343374472,33,0,3,79
227,508,1514998956330269567,33,1,3,78
227,519,1514999016334414796,33,0,3,77
227,499,1514999196316481897,33,0,3,77
226,483,1514999316310631439,33,0,3,77
226,477,1514999376305950388,32,0,3,78
226,463,1514999436301750676,32,0,3,79
226,467,1514999496297782822,32,2,3,79
226,454,1514999556296716541,32,0,3,78
226,457,1514999616292587728,32,0,3,78
226,471,1514999676351169706,32,1,3,79
226,464,1514999736274319034,32,2,3,78
226,463,1514999796278153846,32,1,3,80
226,464,1514999856279261160,32,2,3,79
225,469,1514999916272060826,32,2,3,79
226,462,1515000096294580611,32,1,3,78
226,472,1515000336249912013,33,2,3,76
226,465,1515000396250197793,33,2,3,77
225,462,1515000456238358457,33,2,3,78
225,478,1515000516235900228,33,1,3,78
225,441,1515000696219581488,32,0,3,82
224,438,1515000816220322646,32,0,3,82
225,421,1515000876216475431,32,1,3,83
224,418,1515000936208161695,32,0,3,83
224,420,1515001056206474969,32,2,3,83
224,409,1515001176191487726,32,0,3,80
224,412,1515001296188259106,32,0,3,81
224,404,1515001356245203388,32,0,3,81
224,410,1515001416244972412,32,0,3,81
224,406,1515001476226498682,32,0,3,81
223,400,1515001536178663704,32,0,3,81
224,402,1515001596169541517,32,0,3,81
223,414,1515001656165357319,32,0,3,82
223,418,1515001716165040399,32,1,3,82
224,411,1515001776158075478,32,0,3,82
223,405,1515001836156688073,32,0,3,82
224,401,1515001896156983338,32,0,3,82
223,400,1515001956148845877,32,0,3,82
224,401,1515002076142545733,32,0,3,82
223,406,1515002256137582871,32,0,3,82
222,396,1515052953119140160,37,0,2,78
222,397,1515053013114040451,38,0,2,78
222,404,1515053133109226447,38,0,2,78
222,419,1515053253172791488,38,0,2,78
222,393,1515053313098043565,38,0,2,78
222,404,1515053373100044405,38,0,2,78
222,408,1515053433084519210,38,0,2,79
222,404,1515053493083812687,38,0,2,80
222,399,1515053553084985755,38,0,2,79
222,407,1515053613079087945,38,0,2,79
222,410,1515053673079482504,38,0,2,79
222,395,1515053733070101544,38,0,2,80
222,412,1515053793066439704,38,0,2,79
222,404,1515053853063248750,38,0,2,79
222,405,1515053913051578924,38,0,2,79
222,403,1515053973055654766,38,0,2,80
222,412,1515054093047009883,38,0,2,80
222,408,1515054153046786754,38,0,2,80
223,405,1515054213038745434,38,0,2,80
223,397,1515054273041992815,38,0,2,80
222,397,1515054333034546060,38,0,2,80
223,394,1515054513024741196,38,0,2,81
222,403,1515054573018458194,38,2,3,81
222,406,1515054693065274904,38,0,3,80
223,414,1515054753053945534,38,1,3,79
223,415,1515054813012400924,38,2,3,79
223,424,1515054873012452539,38,1,3,79
223,424,1515054932998871906,38,0,3,79
223,414,1515054992999265607,38,2,3,81
223,442,1515055052996812178,38,0,3,80
223,429,1515055172988332004,38,0,3,78
223,432,1515055232983565569,38,0,3,79
223,431,1515055292981679908,38,0,3,78
223,448,1515055352973892699,38,0,3,78
223,436,1515055412972781000,38,0,3,78
223,452,1515055532970372982,38,0,3,79
223,434,1515055592959484956,38,2,3,78
223,448,1515055652953225579,38,0,3,80
223,417,1515055712956734515,38,0,3,80
223,431,1515055772949292070,38,0,3,80
223,429,1515055832952822520,38,0,3,82
223,439,1515055952948859228,38,0,3,81
224,435,1515056012930567879,38,0,3,81
223,457,1515056072945467051,38,0,3,81
223,437,1515056192938072831,38,0,3,81
223,432,1515056312926732366,38,0,3,83
223,434,1515056432914811303,38,0,3,85
223,425,1515056552906911057,38,0,3,84
223,442,1515056612900896304,38,0,3,84
223,443,1515056672898152596,38,1,3,83
224,434,1515056792888248307,38,1,3,84
224,445,1515056852880864284,38,2,3,83
223,439,1515056912881738018,38,2,3,84
223,420,1515056972881683864,38,1,3,84
223,429,1515057032878448693,38,0,3,84
223,423,1515057092871633528,38,0,3,84
223,414,1515057152881720299,38,2,3,84
223,439,1515057212863958914,38,0,3,84
223,454,1515057272857779772,38,0,3,84
223,441,1515057332867035027,38,0,3,85
223,457,1515057392912879755,38,0,3,85
223,446,1515057452850644388,38,0,3,85
223,445,1515057512851806033,38,0,3,85
223,440,1515057572840029968,38,1,3,86
223,439,1515057632842385709,38,2,3,86
223,453,1515057692834341630,38,0,3,87
223,464,1515057812830576630,38,1,3,88
223,451,1515057872835334763,38,0,3,89
223,451,1515057932844127676,38,0,3,89
223,467,1515057992825684519,38,0,3,91
223,448,1515058052821088713,38,0,3,91
224,449,1515058112817260079,38,0,3,92
226,479,1515065252395035159,39,0,1,90
226,470,1515065312391998132,39,0,1,89
226,448,1515065372391612503,39,0,1,91
226,448,1515065492378382885,39,0,1,93
226,440,1515065552374537672,39,0,1,94
226,437,1515065612439974604,39,0,1,93
226,429,1515065672446255952,39,1,1,92
226,414,1515065792421344888,39,0,1,91
226,421,1515065852375361623,39,0,1,91
225,425,1515065912344374615,39,0,1,88
226,426,1515065972344349915,40,0,1,89
226,419,1515066032350208479,40,0,1,86
226,407,1515066152340371212,40,0,1,83
226,416,1515066212337283977,40,0,1,83
226,407,1515066272505036099,40,2,1,84
226,409,1515066332424121168,40,0,1,84
226,410,1515066392425728409,40,0,1,85
226,409,1515066452418188000,40,0,1,86
226,424,1515066512413651717,40,0,1,87
226,415,1515066572408211964,40,0,1,86
226,417,1515066632402471694,40,2,1,84
226,434,1515066692404404361,40,0,1,83
226,453,1515066752397865139,40,0,1,84
226,468,1515068432204040576,42,0,4,80
226,473,1515068492192424112,42,0,4,81
226,477,1515068552194168327,42,1,4,82
226,476,1515068612194835091,42,0,4,83
226,479,1515068672183761144,43,0,4,87
226,498,1515068732189210388,43,0,4,86
226,482,1515068792298006434,43,0,4,87
226,478,1515068852199281724,43,3,4,84
226,491,1515068972159699452,43,0,4,83
226,494,1515069092158947688,43,0,4,83
226,504,1515069152152565119,43,0,4,84
226,504,1515069212158792467,43,0,4,85
227,506,1515069332151083543,43,1,4,85
226,501,1515069512139238057,43,2,5,87
226,503,1515069572126453865,43,0,5,82
227,505,1515069632136726599,44,0,5,81
226,508,1515069692126939891,43,0,5,85
226,491,1515069752125494401,44,0,5,81
226,510,1515069812121740740,44,0,5,83
226,494,1515069932110973966,44,1,5,85
226,503,1515069992121118904,44,2,5,83
226,513,1515070052095649949,44,1,5,85
227,502,1515070112101709488,44,0,5,84
227,505,1515070232095401258,44,0,5,84
226,512,1515070352080779095,44,0,5,84
227,508,1515070412083422938,44,0,5,83
227,499,1515070472079511885,44,0,5,89
227,518,1515070532067332603,44,1,5,84
227,515,1515070592108831517,44,2,5,85
227,517,1515070652071137923,44,0,5,83
227,508,1515070712063308322,44,0,5,83
227,511,1515070772059477399,44,1,5,79
227,506,1515070832066034080,44,0,5,79
227,530,1515070892047603375,44,0,5,79
228,536,1515070952053428337,44,0,5,79
228,531,1515071012050832446,44,0,5,78
227,521,1515071072080128455,44,2,5,77
227,521,1515071192039284336,44,0,5,78
227,524,1515071312032126332,44,0,5,74
227,525,1515071372022445668,44,2,6,74
227,537,1515071492015844444,44,2,6,74
228,537,1515071552037557888,44,2,6,75
228,552,1515071612006290250,44,0,6,73
228,543,1515071672008924416,44,1,6,74
228,553,1515071732003733491,44,2,6,74
228,550,1515071851995195616,44,0,6,74
228,553,1515071911994856415,44,1,6,78
228,581,1515071972034753246,44,0,6,83
228,562,1515072032053910745,44,0,6,97
228,545,1515072091984368882,44,3,6,100
228,568,1515072151972824794,44,0,6,97
228,558,1515072271977688817,44,1,6,90
228,561,1515072331971302019,44,0,6,87
229,554,1515072391996671284,44,2,6,84
228,567,1515072451972480614,44,0,6,80
228,556,1515072511956983543,44,2,6,77
228,575,1515072571963007690,44,1,6,75
229,542,1515072691947968920,44,1,6,77
228,568,1515072751939892621,44,0,6,82
229,573,1515072871932460146,44,0,6,77
229,559,1515072931973413717,44,0,6,77
229,565,1515072991930765601,44,1,6,79
229,567,1515073051925480400,44,0,6,81
229,548,1515073112079804788,44,0,6,81
229,568,1515073171924501935,44,0,6,85
229,561,1515073231915183305,44,0,6,88
229,550,1515073291912266016,44,0,6,89
228,573,1515073411906466780,44,0,6,91
229,552,1515073531894413849,44,0,6,91
229,563,1515073651894918339,44,0,6,91
229,539,1515073711883115353,44,0,6,88
229,548,1515073771903498703,44,0,6,87
230,552,1515073951868803408,43,0,6,81
230,558,1515074011869725524,43,1,6,80
230,558,1515074071914195402,44,2,6,80
229,540,1515074191854352853,43,0,6,75
230,546,1515074251898050564,43,0,6,76
230,534,1515074311854135072,43,0,6,75
229,547,1515074431855999214,43,2,6,78
230,544,1515074491850486434,43,1,6,76
230,530,1515074671826520684,43,1,6,74
229,539,1515074731828491884,43,2,6,73
230,540,1515074911830049662,43,3,6,73
229,522,1515077431669503648,42,2,4,69
230,527,1515077491662759579,42,0,4,69
229,512,1515077551663882319,42,0,4,70
229,502,1515077611682694666,42,0,4,70
229,503,1515077671695824801,42,0,4,70
229,481,1515077791642546136,41,0,4,69
230,483,1515077971646667091,41,1,4,71
229,472,1515078091619226877,41,0,6,71
230,486,1515078151623444326,41,1,6,69
229,535,1515078271620520321,41,0,6,70
229,527,1515078331611407168,41,1,6,69
228,527,1515078391605456514,41,0,6,72
229,521,1515078571596499904,41,0,6,68
229,526,1515078691589961926,41,1,6,70
229,541,1515078751583202509,41,2,6,69
229,524,1515078811591926061,41,0,6,69
229,528,1515078871577813531,41,1,6,69
229,521,1515078931574093945,41,2,6,69
229,508,1515078991571100670,41,1,6,69
230,518,1515079111562148465,41,0,6,69
229,504,1515079351551150882,41,2,6,67
229,526,1515079411558838832,41,1,6,67
229,515,1515079471540788015,41,0,6,67
229,518,1515079531534625762,40,0,6,67
229,515,1515079591535643959,40,2,6,65
229,529,1515079771629019970,40,0,6,66
230,506,1515079951595837587,40,2,6,65
230,518,1515080191497101763,40,3,6,65
230,516,1515080251492731339,40,1,6,65
229,549,1515080491477028756,40,2,6,64
230,547,1515080551475650390,40,0,6,64
230,528,1515080611477700511,40,1,6,64
230,543,1515080671466319898,40,3,6,64
230,520,1515080791459192187,40,2,6,64
230,526,1515080851462851982,40,0,6,64
230,519,1515080911529334546,40,1,6,64
230,526,1515080971446505248,40,2,6,64
230,521,1515081031450959695,40,1,6,65
230,519,1515081091443600033,40,2,6,64
230,513,1515081151442735904,40,1,6,64
230,526,1515081211489029109,40,0,6,64
230,515,1515081271435119885,39,0,6,64
230,518,1515081331435739499,39,2,6,64
230,519,1515081391425686923,39,0,6,64
229,505,1515081451435886411,39,0,6,63
229,495,1515081571420712068,39,0,6,65
230,490,1515081631412212920,39,0,6,63
230,528,1515083371310564564,39,1,5,66
230,506,1515083491306672966,39,2,5,66
230,520,1515083551304759302,39,0,5,65
230,502,1515083731291500242,38,0,5,66
230,491,1515083791284257729,38,2,5,65
230,492,1515083911274921291,38,0,5,65
230,483,1515083971315662386,38,0,5,65
229,480,1515084091263223297,38,1,5,64
231,485,1515084151264638948,38,2,5,64
230,477,1515084271260158609,38,0,5,65
230,472,1515084391252902306,38,0,5,63
231,476,1515084451245614336,38,0,5,65
230,466,1515084511245758369,38,1,5,65
230,483,1515084631236307315,37,0,5,63
230,495,1515084691237995463,37,0,5,64
230,481,1515084751228746208,37,1,5,64
230,474,1515084811219007338,37,2,5,64
230,473,1515084871218707897,37,0,5,65
230,474,1515085171205412885,37,1,5,69
230,489,1515085471187237514,37,3,5,65
230,518,1515085651185404179,37,3,5,71
230,521,1515085711167767056,37,1,5,76
230,509,1515085771169838111,37,2,5,77
230,493,1515085831168947752,37,1,5,78
229,492,1515085891166223184,37,0,5,77
230,469,1515085951166200175,37,2,5,77
229,461,1515086011213701856,37,1,5,77
230,463,1515086131144600015,37,0,5,78
228,433,1515086311140876374,37,0,5,78
228,406,1515086551124262444,36,0,5,78
228,402,1515086611117288122,36,0,5,78
228,412,1515086671111344648,36,0,5,79
228,398,1515086731121761047,36,0,5,78
228,402,1515086851108013316,36,0,5,78
228,400,1515086911111566820,36,0,5,78
227,386,1515087511061876777,36,0,0,2
226,388,1515087691243232943,36,0,0,2
226,378,1515087811080906413,35,0,0,2
226,363,1515087871041101738,35,0,0,2
226,363,1515088051036166214,35,0,0,2
226,366,1515088111026653334,35,0,0,2
226,356,1515088171029481489,35,0,0,2
226,344,1515088291016032762,35,0,0,2
226,361,1515088351015800766,35,0,0,2
226,363,1515088411011381084,35,0,0,2
226,354,1515088531001218620,35,0,0,2
226,351,1515088591001954847,35,0,0,2
225,353,1515088710990729792,35,0,0,2
225,357,1515088770988025894,35,0,0,2
226,360,1515088831002049311,35,0,0,2
225,353,1515088890983672625,35,0,0,2
225,353,1515088950982595478,35,0,0,2
225,345,1515089010968800808,35,0,0,2
225,347,1515089130970661486,35,0,0,2
225,354,1515089190967304517,35,0,0,2
225,352,1515089250960981328,35,0,0,2
225,364,1515089310956828227,35,0,0,2
225,356,1515089370948531979,35,0,0,2
224,351,1515089430946266384,34,0,0,2
225,352,1515089490946849692,35,0,0,2
224,347,1515089550936904646,34,0,0,2
224,349,1515089610937210295,34,0,0,2
224,354,1515089670931335451,35,0,0,2
224,350,1515089790930444121,34,0,0,2
224,354,1515089910969379366,34,0,0,2
224,347,1515090030914799067,34,0,0,2
224,344,1515090090913405221,34,0,0,2
223,346,1515090150904123286,34,0,0,2
223,350,1515090210903933139,34,0,0,2
223,345,1515090270915347762,34,0,0,2
223,347,1515090330891253959,34,0,0,2
223,350,1515090450933661409,34,0,0,2
223,346,1515090510960887534,34,0,0,2
223,346,1515090570959605438,34,0,0,2
223,348,1515090630967648250,34,0,0,2
223,352,1515090690901507698,34,0,0,2
223,352,1515090750877459180,34,0,0,2
223,336,1515090870864875922,34,0,0,2
222,343,1515090990859235332,34,0,0,2
222,338,1515091050852475509,34,0,0,2
223,436,1515139228003675359,37,0,4,78
223,434,1515139287974147218,37,0,4,78
223,423,1515139467955641102,37,0,4,78
223,421,1515139527955785690,37,0,4,78
223,429,1515139587951602463,37,0,4,79
223,424,1515139647943530973,37,0,4,79
223,426,1515139707937467110,37,0,4,81
223,433,1515139768087931028,37,0,4,82
223,445,1515139827931917015,37,0,4,83
224,430,1515139887927408078,37,0,4,83
223,436,1515139947929887081,37,0,4,84
223,423,1515140007925212015,37,0,4,84
223,435,1515140067920824379,37,0,4,84
223,431,1515140127919781428,37,0,4,84
224,418,1515140187922462295,36,0,4,84
224,424,1515140247912309492,36,0,4,83
223,430,1515140367905740544,36,0,4,83
224,414,1515140427910586069,36,0,4,83
224,440,1515140487899872994,36,0,4,84
